booking_id,customer_id,customer_name,booking_type,booking_date,status,class_type,instructor,time_slot,duration_mins,price,facility,theme,service_name,service_type,customer_email,customer_phone
c703cdff-a70f-45c2-bc74-2cda4f7dec7b,a217869a-b6e2-4495-92b1-37170f8c4b63,Customer 167,Birthday Party,2025-06-03,Confirmed,N/A,N/A,15:00,45.00,174.09,Play Area,No Theme Selected,Play Area,Class,customer167@example.com,001-781-2565
d99b1fda-e10b-47dd-8435-82e53aaad42f,507234f9-670f-4084-a18c-2e52a2e3fc22,Customer 250,Birthday Party,2025-04-01,Pending,N/A,N/A,17:00,120.00,263.4,Play Area,Superhero,Play Area,Birthday Party,customer250@example.com,001-755-4287
ae3de736-2dcc-4746-89e3-9de61e728816,9261d710-c80d-49e3-a62d-c47f805fcf95,Customer 251,Birthday Party,2025-03-29,Pending,N/A,N/A,16:00,120.00,176.4,Play Area,Superhero,Play Area,Birthday Party,customer251@example.com,001-926-2422
9d0cb027-e643-4cf0-ae87-2fb3550b5950,cd88bd67-f53d-4bf5-9723-0c25be3816e2,Customer 255,Birthday Party,2025-04-02,Pending,N/A,N/A,16:00,90.00,88.13,Play Area,Sports,Play Area,Birthday Party,customer255@example.com,001-154-7506
e98208dc-4745-4334-b5d1-66294de41a19,1d8b8ca1-03a6-4597-a661-c74907e43101,Customer 275,Birthday Party,2025-03-31,Pending,N/A,N/A,12:00,120.00,169.19,Party Room,Princess,Party Room,Birthday Party,customer275@example.com,001-665-7451
d9894a7c-0984-46d4-8fa7-9fc60fd2455d,90d822e3-08d0-4650-a41d-dee61200b9a3,Customer 318,Birthday Party,2025-06-05,Pending,N/A,N/A,Unknown,0.00,194.89,Play Area,Princess,Play Area,Birthday Party,customer318@example.com,001-115-7881
cb595b17-9191-48cb-9623-a89c24460284,69183f10-575c-4de8-8475-e6eb03523c14,Customer 580,Birthday Party,2025-06-21,Confirmed,N/A,N/A,Unknown,83.06,159.03,Play Area,Sports,Play Area,Class,customer580@example.com,001-322-4556
8ff0a443-60c9-4006-b1f9-7961563e37ab,72349a68-43e0-487f-ae08-a3982a6801b6,Customer 611,Birthday Party,2025-04-03,Confirmed,N/A,N/A,Unknown,83.06,159.03,Party Room,Princess,Party Room,Birthday Party,customer611@example.com,001-467-2876
d84de7ae-5089-4fad-95bf-afbe55d8c4a2,dc11ccba-c4ca-47ca-847a-4c02737454f4,Customer 464,Birthday Party,2025-06-11,Confirmed,N/A,N/A,Unknown,83.06,230.35,Play Area,Superhero,Play Area,Birthday Party,customer464@example.com,Not Provided
4f642c32-8ec2-4c0e-89bf-bb90ca49b501,056b0bb9-4c8d-4ee0-b8d4-bcdd3067a0f4,Customer 44,Birthday Party,2025-05-15,Confirmed,N/A,N/A,10:00,45.00,254.36,Play Area,Sports,Play Area,Facility,customer44@example.com,001-215-3495
8aca5068-2d31-4af3-9c46-72d1e62f6ee9,0e5715f6-0e96-4518-89b1-36773480d26f,Customer 481,Birthday Party,2025-04-03,Confirmed,N/A,N/A,Unknown,83.06,122.68,Play Area,No Theme Selected,Play Area,Birthday Party,customer481@example.com,001-294-8176
414962e1-068b-4807-9d6a-41d0e09584d7,ae69b4e5-9586-4a3d-8181-cfcb09cf9f37,Customer 339,Birthday Party,2025-04-02,Confirmed,N/A,N/A,15:00,120.00,207.27,Party Room,Princess,Party Room,Birthday Party,customer339@example.com,001-529-3963
7fbfd73a-ee73-4685-8c68-d384a4151c6b,cd0459d2-8044-42e9-88a4-8555f5deab47,Customer 508,Birthday Party,2025-04-30,Confirmed,N/A,N/A,11:00,45.00,39.33,Play Area,Princess,Play Area,Birthday Party,Not Provided,001-465-3548
702de867-a313-42b0-a698-b28d8b71c474,e5210220-9f6a-435f-8d9e-993d525508fc,Customer 513,Birthday Party,2025-05-14,Pending,N/A,N/A,10:00,45.00,0,Party Room,Sports,Party Room,Class,customer513@example.com,001-959-4363
d3b86cca-68c5-4eee-9161-076325819302,1deebd69-c608-45bd-94ed-d6c133720299,Customer 337,Birthday Party,2025-05-11,Confirmed,N/A,N/A,14:00,45.00,159.03,Party Room,Superhero,Party Room,Class,customer337@example.com,001-982-6158
3bab257a-68d6-436e-83a8-95f38c50ae96,a0754877-cf8a-40b7-a223-517e4964feae,Customer 511,Birthday Party,2025-05-07,Confirmed,N/A,N/A,15:00,90.00,159.03,Party Room,Sports,Party Room,Birthday Party,customer511@example.com,001-140-9421
b5364707-97a4-4ab5-89d0-2d614cf1dcc9,a67cf3cc-d058-4de7-b6b1-864a4aaa2f7e,Customer 52,Class,2025-06-02,Confirmed,Gymnastics,Lisa Hensley,Unknown,83.06,69.58,N/A,N/A,Gymnastics,Class,customer52@example.com,001-416-3747
cf3702a3-66d2-439e-b195-a8a741c40c6c,3831da29-a4b0-4e51-90ce-a9b197f51a6b,Customer 159,Class,2025-03-31,Confirmed,Dance,Amanda Davis,Unknown,83.06,264.74,N/A,N/A,Dance,Birthday Party,customer159@example.com,001-533-9794
6f7c709b-12d8-46e9-b958-7e06f56f0479,bb6e9b0c-b795-4060-9236-8f39b71277e4,Customer 76,Class,2025-05-29,Pending,Gymnastics,James Howard,14:00,120.00,240.83,N/A,N/A,Gymnastics,Class,Not Provided,Not Provided
c7e068bc-f66d-4a90-af0b-cc2050dd9f19,009ce218-e747-4541-a1d9-788aa6dc2dce,Customer 81,Class,2025-06-14,Pending,Gymnastics,Unknown Instructor,17:00,45.00,213.13,N/A,N/A,Gymnastics,Class,customer81@example.com,001-365-7961
dc6272a9-e0bb-429e-8a24-b23a6be821d2,df430ac0-9b71-449a-9868-c1cc168c2fa8,Customer 640,Birthday Party,2025-06-09,Confirmed,N/A,N/A,14:00,45.00,231.89,Play Area,Princess,Play Area,Facility,customer640@example.com,001-151-7883
8c3942cf-0e2b-450b-b603-185960ea7d2b,696b6672-997b-401d-9518-bae7adc88ed4,Customer 398,Birthday Party,2025-04-15,Confirmed,N/A,N/A,15:00,45.00,159.03,Play Area,Superhero,Play Area,Birthday Party,customer398@example.com,001-550-3479
e70b4f4e-21fa-4975-b43a-31f8779fdb19,4c7d9e13-02d8-4afe-9ef1-f2c97f128cad,Customer 638,Birthday Party,2025-05-24,Confirmed,N/A,N/A,09:00,45.00,159.03,Play Area,Sports,Play Area,Birthday Party,Not Provided,001-173-8369
df63eda8-a063-4800-a4ea-f625f2587c9e,cd725fea-d156-43b1-9a32-1f5d087edcd5,Customer 655,Birthday Party,2025-06-09,Confirmed,N/A,N/A,14:00,120.00,265.22,Play Area,Princess,Play Area,Birthday Party,customer655@example.com,001-158-9225
b18be763-bc88-4691-8335-f176c42140dd,a3c51d5b-9914-403d-8523-a06573673db8,Customer 659,Birthday Party,2025-04-05,Confirmed,N/A,N/A,12:00,45.00,52.57,Play Area,No Theme Selected,Play Area,Facility,customer659@example.com,001-815-5097
547e0b6a-51c5-41d1-9e97-fd48e222fb51,f1deff18-f6af-4fb9-8ba4-22f22eaf07de,Customer 453,Birthday Party,2025-03-31,Confirmed,N/A,N/A,14:00,90.00,214.69,Play Area,No Theme Selected,Play Area,Facility,customer453@example.com,001-796-8740
16988d27-70dc-440b-a4ca-f22a5aca4649,7a32c4ce-ba81-4880-b195-c613cc9c8b96,Customer 459,Birthday Party,2025-04-18,Pending,N/A,N/A,16:00,45.00,106.41,Party Room,Sports,Party Room,Birthday Party,customer459@example.com,001-645-6279
933dcd89-3448-4973-acc6-a9f52c8ef6b1,22232683-e8df-4e33-8820-0198c346d55c,Customer 436,Birthday Party,2025-05-01,Pending,N/A,N/A,Unknown,0.00,0,Party Room,No Theme Selected,Party Room,Birthday Party,customer436@example.com,001-880-6515
76e2d490-d7e1-4307-9898-2b52aea9ca9d,f282008e-1491-45ee-a47f-62709945852c,Customer 446,Birthday Party,2025-06-02,Pending,N/A,N/A,Unknown,0.00,0,Party Room,No Theme Selected,Party Room,Facility,customer446@example.com,001-711-5907
6a369d34-912f-420f-91c3-cd7a8c596a2c,467fecd3-aff0-46ad-8cf7-fab62d57fd45,Customer 403,Class,2025-04-02,Pending,Dance,James Howard,10:00,45.00,222.25,N/A,N/A,Dance,Class,customer403@example.com,Not Provided
aeac2b6f-6185-4acb-b8d0-e6f093d1e31f,2b423b6c-8e6c-47fa-ad1e-3b7eac47128a,Customer 404,Class,2025-06-14,Confirmed,Dance,James Howard,13:00,90.00,171.43,N/A,N/A,Dance,Class,customer404@example.com,001-116-8945
4441e33c-fafa-4b33-a02e-1a6eaad9f887,12d675e7-7c36-4358-8fda-9ec18c49e052,Customer 486,Birthday Party,2025-05-07,Confirmed,N/A,N/A,17:00,90.00,170.45,Party Room,No Theme Selected,Party Room,Facility,customer486@example.com,001-252-7419
a0ba2c76-53dc-4200-85a5-2ae839627f5d,8e87d79d-e593-4e43-a243-dd9a59f4cd55,Customer 489,Birthday Party,2025-05-04,Pending,N/A,N/A,11:00,120.00,183.19,Party Room,Sports,Party Room,Birthday Party,customer489@example.com,001-712-2197
e57b6ad4-41bb-4b5d-b172-8b06e8aa89c6,fbae1e66-e442-44a7-9dcc-b80c6c9d398f,Customer 491,Birthday Party,2025-04-13,Pending,N/A,N/A,16:00,45.00,46.53,Play Area,Superhero,Play Area,Birthday Party,customer491@example.com,001-858-7122
3c21a622-90da-42cd-b046-bd2d2ed8931a,10d75ab4-f568-4b84-9828-a8b47080be8e,Customer 407,Class,2025-04-05,Pending,Dance,Lisa Hensley,11:00,120.00,37.57,N/A,N/A,Dance,Class,customer407@example.com,001-173-1635
f8e573d8-b1f4-458b-b6a4-7bba77049a6b,c909a630-bd38-442e-b13e-924b3633f379,Customer 401,Class,2025-05-20,Confirmed,Dance,James Howard,09:00,90.00,159.03,N/A,N/A,Dance,Class,customer401@example.com,001-305-3528
225ef7ac-2035-4511-ac3a-8bfa1b2c6c03,2b6bac01-beb2-4939-a699-3969b8dc6985,Customer 792,Class,2025-03-27,Pending,Dance,Lisa Hensley,13:00,45.00,30.32,N/A,N/A,Dance,Birthday Party,customer792@example.com,001-270-5545
d12130c7-48d6-4598-8d4e-053c1ca1e45d,1ec3a21b-0c8b-4138-a9e7-ae6b38ccb1f7,Customer 925,Class,2025-05-18,Pending,Art,James Howard,12:00,45.00,158.95,N/A,N/A,Art,Birthday Party,Not Provided,001-109-9765
88358f43-a4e7-4e17-b105-381c44fcf209,47c07b44-f341-45b9-810f-4c0a3db9812f,Customer 927,Class,2025-05-09,Confirmed,Dance,Lisa Hensley,10:00,45.00,221.58,N/A,N/A,Dance,Birthday Party,customer927@example.com,001-627-6757
f9268cd1-a952-4a94-b6b8-43f6998d9176,fa5bb192-80b8-44b7-855f-f5bb7dcfefd0,Customer 793,Class,2025-05-03,Confirmed,Dance,James Howard,12:00,120.00,18.24,N/A,N/A,Dance,Facility,customer793@example.com,001-277-9968
4bf7167b-f773-498c-a5c5-391ebd803623,1b04361e-499b-4843-bcce-1c5ed4a7423e,Customer 794,Class,2025-06-02,Pending,Gymnastics,James Howard,16:00,90.00,24.54,N/A,N/A,Gymnastics,Class,customer794@example.com,001-607-2623
69e7c200-6353-49ef-9692-e541f91e9b07,1ac787e6-0a2c-448c-a661-e9d7ba0c2060,Customer 376,Class,2025-05-02,Pending,Art,James Howard,17:00,120.00,64.1,N/A,N/A,Art,Class,Not Provided,001-451-2648
7416aad1-4fba-4c03-a5b7-9e5dce434bb5,8918a843-2d35-41bc-9cc4-cc88fb1dc024,Customer 830,Class,2025-06-03,Pending,Dance,Amanda Davis,13:00,45.00,72.34,N/A,N/A,Dance,Class,customer830@example.com,001-345-3529
33f098ee-3697-4403-876a-d710577b57ac,4aec2a9d-de3d-4125-b720-1c15ac7a1591,Customer 832,Class,2025-04-24,Confirmed,Gymnastics,Lisa Hensley,16:00,45.00,35.92,N/A,N/A,Gymnastics,Class,customer832@example.com,001-194-9699
d1844a4f-2cd6-465c-ba3b-8c7f868034fc,d18bc727-b608-4a47-8218-9b336076a297,Customer 953,Birthday Party,2025-05-15,Confirmed,N/A,N/A,15:00,45.00,104.41,Play Area,Princess,Play Area,Birthday Party,customer953@example.com,001-554-7509
bbe9038a-0e1e-4834-ae86-3fe270394e79,fd3ecdb9-d171-498e-8796-5573eeb776e1,Customer 483,Birthday Party,2025-06-14,Pending,N/A,N/A,Unknown,0.00,0,Party Room,No Theme Selected,Party Room,Birthday Party,customer483@example.com,001-128-9615
780febf3-9d5b-4107-83ac-9f24298cf3d6,10b036c1-2588-4c06-9f20-9b2c6d15c4ed,Customer 533,Birthday Party,2025-04-13,Pending,N/A,N/A,15:00,90.00,126.5,Play Area,No Theme Selected,Play Area,Birthday Party,customer533@example.com,001-487-9863
ed24872f-5242-4d8c-9653-3a1ca151e885,9c84cdd7-ba88-4353-a760-ea44e5546bd7,Customer 693,Birthday Party,2025-04-14,Confirmed,N/A,N/A,Unknown,83.06,22.12,Party Room,Superhero,Party Room,Birthday Party,customer693@example.com,001-878-1452
1cc3b82a-f71f-4548-a2dc-fa3f254260bc,c90f69d0-da2a-44f0-bca1-ec38df20fa62,Customer 736,Birthday Party,2025-03-28,Confirmed,N/A,N/A,Unknown,83.06,187.78,Play Area,No Theme Selected,Play Area,Class,customer736@example.com,001-757-1212
15d50ec1-a060-467b-8d74-a3b9f82b1b6c,b38b3ec0-e86b-4f62-99a8-6a564f098bda,Customer 539,Birthday Party,2025-03-30,Pending,N/A,N/A,13:00,90.00,101.95,Play Area,Princess,Play Area,Birthday Party,customer539@example.com,001-954-9507
34d818ca-1b18-44e9-bb53-d387ad271c7a,c5958863-2948-47d1-98f8-ccd25ea96108,Customer 553,Birthday Party,2025-05-26,Confirmed,N/A,N/A,16:00,90.00,82.41,Play Area,Sports,Play Area,Birthday Party,customer553@example.com,Not Provided
5b796dfb-e0eb-48dc-b15e-a38e633f4983,386f81f7-f20a-4b1e-932e-9a19149890ae,Customer 247,Class,2025-05-29,Confirmed,Art,James Howard,14:00,90.00,112.03,N/A,N/A,Art,Class,customer247@example.com,001-578-6414
81c70148-a971-4198-9a38-6217ae114d90,481110bc-c0bb-4056-8ed0-a5ec79ed81ae,Customer 561,Birthday Party,2025-06-17,Confirmed,N/A,N/A,12:00,120.00,296.11,Play Area,Sports,Play Area,Birthday Party,customer561@example.com,001-582-1947
8d9ec2d6-205b-4f7b-8ca5-64f6323f9be9,7309d341-4448-4690-85ee-2f641073eb35,Customer 569,Birthday Party,2025-05-12,Confirmed,N/A,N/A,14:00,90.00,119.82,Play Area,Superhero,Play Area,Birthday Party,customer569@example.com,001-649-8921
3e7f2f9e-e511-4d25-b583-e0b0fa3b142d,e309f726-7505-4940-8e1a-9536242186bc,Customer 571,Birthday Party,2025-04-09,Confirmed,N/A,N/A,11:00,90.00,29.43,Play Area,No Theme Selected,Play Area,Birthday Party,customer571@example.com,Not Provided
fc556e41-bf1d-4468-aaca-ef09cd2a63a0,383f6a11-73b2-4b2c-b9f7-219a28969052,Customer 85,Class,2025-06-07,Pending,Gymnastics,Lisa Hensley,14:00,45.00,130.82,N/A,N/A,Gymnastics,Class,customer85@example.com,Not Provided
1e9e7ad7-22d2-48ff-b5f1-93ba13ce98fa,a85acbcc-83cb-41b3-abe1-acadf80e531e,Customer 396,Birthday Party,2025-04-11,Pending,N/A,N/A,Unknown,0.00,121.24,Party Room,Sports,Party Room,Birthday Party,customer396@example.com,Not Provided
848fd0b9-4dee-427e-9f2c-09cf897506ec,35ea8543-ca57-497d-ba94-678a336fb684,Customer 24,Birthday Party,2025-06-10,Pending,N/A,N/A,09:00,120.00,135.43,Play Area,Princess,Play Area,Facility,customer24@example.com,001-433-1010
0ee73daa-d065-4747-8a65-7b9e07e06111,dbc61957-874b-4c9a-9446-5ca7d14a4748,Customer 25,Birthday Party,2025-06-03,Pending,N/A,N/A,10:00,90.00,120.73,Party Room,No Theme Selected,Party Room,Birthday Party,customer25@example.com,001-967-5694
f7deb030-7d3e-4200-a3f7-81a79d7e1986,d4eb063a-4df8-4f01-9793-2979efae1e25,Customer 27,Birthday Party,2025-04-26,Pending,N/A,N/A,09:00,45.00,224.56,Play Area,No Theme Selected,Play Area,Birthday Party,Not Provided,001-985-9684
1ccbefc9-686c-47de-a78e-f30548e304f1,3e6ae1ac-0363-4e6f-aaf9-99358526c293,Customer 382,Birthday Party,2025-04-11,Confirmed,N/A,N/A,16:00,45.00,298.75,Party Room,Sports,Party Room,Birthday Party,customer382@example.com,001-363-6981
afe4c791-f778-4c5d-a1db-40197d2a118e,6a6d35b3-f194-4d9e-8459-4708fe153619,Customer 383,Birthday Party,2025-05-15,Confirmed,N/A,N/A,17:00,45.00,236.75,Play Area,Sports,Play Area,Birthday Party,Not Provided,001-822-4021
24f3169d-e7f6-4461-b3fe-e6a588f35c7c,f3135f57-1929-4308-baea-a5d2c64c694e,Customer 386,Birthday Party,2025-05-06,Confirmed,N/A,N/A,14:00,90.00,29.23,Play Area,Superhero,Play Area,Birthday Party,customer386@example.com,Not Provided
38e8f4c0-60a8-4b6b-a426-d53bd0e03a18,f27d0844-6778-4476-b12e-446d14640928,Customer 387,Birthday Party,2025-06-22,Confirmed,N/A,N/A,12:00,90.00,123.63,Party Room,Sports,Party Room,Birthday Party,customer387@example.com,001-309-8509
68b59fc6-4f2b-4930-8b7d-dcec7456fe30,30e39f7b-7c11-4940-ac50-7066c059496d,Customer 388,Birthday Party,2025-06-04,Confirmed,N/A,N/A,16:00,120.00,173.59,Party Room,No Theme Selected,Party Room,Class,customer388@example.com,001-202-5303
8c3ab84c-cee4-41e2-a1b9-7f3ad681e81f,9af0c245-87bf-426b-bd57-23a03a033efd,Customer 576,Birthday Party,2025-05-28,Pending,N/A,N/A,10:00,45.00,32.66,Party Room,Superhero,Party Room,Class,customer576@example.com,001-915-5820
11cc2596-82a5-40e1-ade3-8ea7e998f6ad,12acee95-9bc7-4255-b8e0-b6abf3cefd77,Customer 581,Birthday Party,2025-05-20,Pending,N/A,N/A,15:00,90.00,284.6,Party Room,Superhero,Party Room,Birthday Party,Not Provided,001-378-8227
f9969e56-0974-4cb6-988e-e665ca2ada98,345d9bd9-399f-4edf-9aac-41f4d9eadf1d,Customer 587,Birthday Party,2025-05-02,Confirmed,N/A,N/A,13:00,120.00,59.72,Play Area,Sports,Play Area,Birthday Party,customer587@example.com,001-389-4089
3486dc15-29e9-43d1-a665-5f1398fba3c5,1e40c4f5-9fe9-47e1-a229-0eae248829a5,Customer 590,Birthday Party,2025-04-02,Pending,N/A,N/A,17:00,45.00,282.86,Play Area,Sports,Play Area,Birthday Party,customer590@example.com,001-168-8566
fcbaf7ec-3209-4305-b61a-01002964c768,be831c56-fa8e-46ab-b8ca-e825497a2230,Customer 593,Birthday Party,2025-05-10,Pending,N/A,N/A,16:00,90.00,88.64,Party Room,Superhero,Party Room,Class,customer593@example.com,Not Provided
9d5f8ebf-b460-4b86-8665-58f9bb6f9e2e,a814b7be-9788-420d-80fc-230201016d5a,Customer 595,Birthday Party,2025-05-09,Confirmed,N/A,N/A,10:00,90.00,61.35,Party Room,No Theme Selected,Party Room,Facility,customer595@example.com,001-813-8606
319a612a-11d5-4c6c-90a2-b1f42255b71e,874a1181-101e-421c-a952-c559e8eaadda,Customer 596,Birthday Party,2025-03-30,Confirmed,N/A,N/A,12:00,90.00,172.12,Play Area,Princess,Play Area,Birthday Party,customer596@example.com,001-434-3065
3ae3aea0-7920-4717-bb11-3781287088fc,80350ec4-a627-49a9-b0dd-b9f06e92221a,Customer 603,Birthday Party,2025-05-06,Confirmed,N/A,N/A,11:00,120.00,217.57,Play Area,Sports,Play Area,Birthday Party,Not Provided,001-203-3740
87446dfd-b6f7-4394-9d5f-c12b48a6eb22,611a823a-5d8f-43d8-ad90-78ca0101a6a9,Customer 614,Birthday Party,2025-05-22,Confirmed,N/A,N/A,11:00,45.00,123.26,Play Area,Princess,Play Area,Class,customer614@example.com,001-882-7053
9cf9f1d7-4e41-40a4-8e90-ed323d3c8a4b,bde5316c-6a05-41ed-9627-c207c92339dd,Customer 263,Class,2025-05-12,Pending,Gymnastics,Lisa Hensley,15:00,90.00,0,N/A,N/A,Gymnastics,Birthday Party,customer263@example.com,001-433-6730
3bb786a3-81b8-404f-a567-b17eb57cd479,e84a1fad-0229-4a41-a182-eacf735d92d5,Customer 269,Class,2025-06-22,Pending,Gymnastics,Lisa Hensley,11:00,90.00,86.66,N/A,N/A,Gymnastics,Birthday Party,customer269@example.com,001-305-7937
46ee6cab-5fcc-46d1-b368-7287838fb221,c08c12ce-0af7-4dd6-8164-a5e590c4b69d,Customer 273,Class,2025-05-17,Confirmed,Art,Amanda Davis,16:00,90.00,220.33,N/A,N/A,Art,Class,customer273@example.com,001-944-2499
94037061-9fb3-4fa7-8778-39aa089fe997,bc0301d0-52a2-4b59-b574-e272d01d93e0,Customer 280,Class,2025-06-11,Confirmed,Gymnastics,Lisa Hensley,13:00,120.00,258.64,N/A,N/A,Gymnastics,Class,customer280@example.com,001-211-5467
e2974fd0-36dd-430a-975b-22a1948332df,3d5de5f4-adf7-41fc-88e2-a834ca08bb9b,Customer 281,Class,2025-06-15,Confirmed,Gymnastics,Amanda Davis,11:00,90.00,239.39,N/A,N/A,Gymnastics,Class,customer281@example.com,Not Provided
30508191-396f-461d-a620-afe0296c246c,e96a1d4d-8104-4ebc-8b38-a273bdbaf8a4,Customer 289,Class,2025-04-09,Confirmed,Dance,Amanda Davis,17:00,45.00,124.76,N/A,N/A,Dance,Birthday Party,customer289@example.com,001-370-5327
f99d1867-7434-4fe1-9467-ff3497795e85,88489bea-260e-4f2d-bcd9-42a125d711ec,Customer 374,Class,2025-04-03,Confirmed,Gymnastics,James Howard,12:00,90.00,119.4,N/A,N/A,Gymnastics,Class,customer374@example.com,001-783-6454
20ccea9d-9057-4179-821c-55d6326546df,b402bd3d-7a87-4e98-8db1-83da6a6bdcbe,Customer 473,Facility,2025-03-27,Pending,N/A,N/A,Unknown,0.00,292.3,Play Area,N/A,Play Area,Facility,customer473@example.com,001-370-1499
6908dc81-fd61-4b08-bf81-e4161ca57551,51e815f5-8318-4b50-8390-40a42da46dac,Customer 71,Birthday Party,2025-06-17,Confirmed,N/A,N/A,Unknown,83.06,18.51,Party Room,Sports,Party Room,Birthday Party,customer71@example.com,001-586-3723
b87b516d-cfe0-4c88-a2e8-a5eaf4bb2eac,0751b40f-d184-4f69-b17e-f4b93f8541c0,Customer 88,Birthday Party,2025-04-26,Confirmed,N/A,N/A,Unknown,83.06,43.19,Play Area,Princess,Play Area,Class,customer88@example.com,001-538-8776
652c066d-fbab-4e7d-817c-56795de7f106,8737f070-42a0-45fe-909e-474957f93736,Customer 146,Birthday Party,2025-04-02,Confirmed,N/A,N/A,Unknown,83.06,22.61,Play Area,Sports,Play Area,Birthday Party,customer146@example.com,001-254-5811
c9cad1fd-8893-4b65-8c15-7ea9b15ed719,5edf9b65-fa20-4d17-83fd-b6d58f338aa2,Customer 499,Birthday Party,2025-06-08,Pending,N/A,N/A,14:00,45.00,167.47,Play Area,Superhero,Play Area,Birthday Party,customer499@example.com,Not Provided
992bec2a-6f3a-4cc8-9603-693ed1f3e652,1920d5b1-e23e-4485-a513-5c0d81ae86dc,Customer 500,Birthday Party,2025-04-25,Confirmed,N/A,N/A,14:00,45.00,40.33,Party Room,Sports,Party Room,Birthday Party,customer500@example.com,001-636-9847
3a6a97bc-03d6-457b-a761-fce26537ffdb,9c9aac40-b51a-43ce-b5b4-ff46b9227b80,Customer 504,Birthday Party,2025-03-26,Confirmed,N/A,N/A,16:00,90.00,84.45,Party Room,Sports,Party Room,Birthday Party,customer504@example.com,001-270-7559
93132927-fdf6-4c22-b077-2944a3e8109c,abaca5dd-63a7-483f-8d5f-464b1a9e5ce4,Customer 507,Birthday Party,2025-04-06,Confirmed,N/A,N/A,14:00,90.00,72.99,Play Area,Princess,Play Area,Class,customer507@example.com,001-769-5986
3ec201d5-5ca5-4d3d-91d4-0435d2b23f00,483dbeb7-7a99-4938-aa93-289c38072544,Customer 111,Birthday Party,2025-04-23,Confirmed,N/A,N/A,13:00,45.00,19.87,Party Room,Sports,Party Room,Class,customer111@example.com,001-520-7748
8e745b4c-10de-40e0-80c8-74dc414e183a,72d80a3c-26a6-4a8a-9e0c-d6ecb9e82711,Customer 285,Birthday Party,2025-03-31,Confirmed,N/A,N/A,12:00,120.00,133.09,Party Room,Superhero,Party Room,Class,customer285@example.com,001-570-6410
f92a638d-6e49-4103-a075-bd9f9df7ec1e,9aa9e76c-102d-4cb7-8315-524b201da9dc,Customer 286,Birthday Party,2025-06-04,Pending,N/A,N/A,10:00,45.00,242.16,Play Area,Superhero,Play Area,Birthday Party,customer286@example.com,001-368-7614
52764c91-5d91-4858-9709-73fbd26e357a,ba6d6b0f-192b-4f4f-8c85-805a67c475e4,Customer 291,Birthday Party,2025-03-28,Confirmed,N/A,N/A,15:00,90.00,179.6,Play Area,Superhero,Play Area,Class,customer291@example.com,001-257-2597
